clade	species	position	GC_mean
bird	bCalAnn1	five-prime-30kb-25100bp	0.4487781311643178
bird	bCalAnn1	five-prime-30kb-25200bp	0.44892322340517615
bird	bCalAnn1	five-prime-30kb-25300bp	0.44980479570637116
bird	bCalAnn1	five-prime-30kb-25400bp	0.44894092932208385
bird	bCalAnn1	five-prime-30kb-25500bp	0.4484656845771549
bird	bCalAnn1	five-prime-30kb-25600bp	0.4499324733789282
bird	bCalAnn1	five-prime-30kb-25700bp	0.4484390961821487
bird	bCalAnn1	five-prime-30kb-25800bp	0.44892043978876284
bird	bCalAnn1	five-prime-30kb-25900bp	0.44782628591216594
bird	bCalAnn1	five-prime-30kb-26000bp	0.44856341286829515
bird	bCalAnn1	five-prime-30kb-26100bp	0.44867728531855955
bird	bCalAnn1	five-prime-30kb-26200bp	0.4493313327177593
bird	bCalAnn1	five-prime-30kb-26300bp	0.44944391538972095
bird	bCalAnn1	five-prime-30kb-26400bp	0.44933969756692665
bird	bCalAnn1	five-prime-30kb-26500bp	0.44922358331475176
bird	bCalAnn1	five-prime-30kb-26600bp	0.4488474714619637
bird	bCalAnn1	five-prime-30kb-26700bp	0.4491591339845459
bird	bCalAnn1	five-prime-30kb-26800bp	0.4480838815789474
bird	bCalAnn1	five-prime-30kb-26900bp	0.44858857818947856
bird	bCalAnn1	five-prime-30kb-27000bp	0.4492182359307359
bird	bCalAnn1	five-prime-30kb-27100bp	0.4479903021906659
bird	bCalAnn1	five-prime-30kb-27200bp	0.4482809955879394
bird	bCalAnn1	five-prime-30kb-27300bp	0.4487016973477149
bird	bCalAnn1	five-prime-30kb-27400bp	0.4495648580357213
bird	bCalAnn1	five-prime-30kb-27500bp	0.4487384233329746
bird	bCalAnn1	five-prime-30kb-27600bp	0.4487028056806373
bird	bCalAnn1	five-prime-30kb-27700bp	0.4490977031501002
bird	bCalAnn1	five-prime-30kb-27800bp	0.4506178643954984
bird	bCalAnn1	five-prime-30kb-27900bp	0.44983644484034196
bird	bCalAnn1	five-prime-30kb-28000bp	0.44891796104637843
bird	bCalAnn1	five-prime-30kb-28100bp	0.4484392863329292
bird	bCalAnn1	five-prime-30kb-28200bp	0.4490256348095434
bird	bCalAnn1	five-prime-30kb-28300bp	0.4491147511834151
bird	bCalAnn1	five-prime-30kb-28400bp	0.4493769425439989
bird	bCalAnn1	five-prime-30kb-28500bp	0.4480506680375671
bird	bCalAnn1	five-prime-30kb-28600bp	0.4479486885332559
bird	bCalAnn1	five-prime-30kb-28700bp	0.4476132328743397
bird	bCalAnn1	five-prime-30kb-28800bp	0.4484444814163369
bird	bCalAnn1	five-prime-30kb-28900bp	0.4484816857755072
bird	bCalAnn1	five-prime-30kb-29000bp	0.4477104109639925
bird	bCalAnn1	five-prime-30kb-29100bp	0.44880977065133365
bird	bCalAnn1	five-prime-30kb-29200bp	0.4480345063171772
bird	bCalAnn1	five-prime-30kb-29300bp	0.448032389365203
bird	bCalAnn1	five-prime-30kb-29400bp	0.4491657809584544
bird	bCalAnn1	five-prime-30kb-29500bp	0.4493976272230364
bird	bCalAnn1	five-prime-30kb-29600bp	0.4495715687972747
bird	bCalAnn1	five-prime-30kb-29700bp	0.44863057600692935
bird	bCalAnn1	five-prime-30kb-29800bp	0.4484330879168471
bird	bCalAnn1	five-prime-30kb-29900bp	0.44840017323516673
bird	bCalAnn1	five-prime-30kb-30000bp	0.44891208315288006
bird	bCalAnn1	three-prime-30kb-100bp	0.4280062726181709
bird	bCalAnn1	three-prime-30kb-200bp	0.44504631462173816
bird	bCalAnn1	three-prime-30kb-300bp	0.45087450663866485
bird	bCalAnn1	three-prime-30kb-400bp	0.45427594949687966
bird	bCalAnn1	three-prime-30kb-500bp	0.45772604903459596
bird	bCalAnn1	three-prime-30kb-600bp	0.4586465473672105
bird	bCalAnn1	three-prime-30kb-700bp	0.46104062681562497
bird	bCalAnn1	three-prime-30kb-800bp	0.4621311074558519
bird	bCalAnn1	three-prime-30kb-900bp	0.4636458187320553
bird	bCalAnn1	three-prime-30kb-1000bp	0.4643736566985963
bird	bCalAnn1	three-prime-30kb-1100bp	0.46441081215744895
bird	bCalAnn1	three-prime-30kb-1200bp	0.46463789251786497
bird	bCalAnn1	three-prime-30kb-1300bp	0.46421383931705434
bird	bCalAnn1	three-prime-30kb-1400bp	0.46457283939968946
bird	bCalAnn1	three-prime-30kb-1500bp	0.46535549997124953
bird	bCalAnn1	three-prime-30kb-1600bp	0.4643414753264676
bird	bCalAnn1	three-prime-30kb-1700bp	0.4659155155204496
bird	bCalAnn1	three-prime-30kb-1800bp	0.4650552104899931
bird	bCalAnn1	three-prime-30kb-1900bp	0.46671152518978604
bird	bCalAnn1	three-prime-30kb-2000bp	0.46707488568717115
bird	bCalAnn1	three-prime-30kb-2100bp	0.46690568642678404
bird	bCalAnn1	three-prime-30kb-2200bp	0.465702450811184
bird	bCalAnn1	three-prime-30kb-2300bp	0.46709761381398035
bird	bCalAnn1	three-prime-30kb-2400bp	0.4659214088628325
bird	bCalAnn1	three-prime-30kb-2500bp	0.4665527949064045
bird	bCalAnn1	three-prime-30kb-2600bp	0.46781081648704287
bird	bCalAnn1	three-prime-30kb-2700bp	0.46748164068792697
bird	bCalAnn1	three-prime-30kb-2800bp	0.4667324622555073
bird	bCalAnn1	three-prime-30kb-2900bp	0.4671422406352494
bird	bCalAnn1	three-prime-30kb-3000bp	0.467618677714483
bird	bCalAnn1	three-prime-30kb-3100bp	0.46722676384973927
bird	bCalAnn1	three-prime-30kb-3200bp	0.46728043166027905
bird	bCalAnn1	three-prime-30kb-3300bp	0.4671730178476225
bird	bCalAnn1	three-prime-30kb-3400bp	0.46763055675442383
bird	bCalAnn1	three-prime-30kb-3500bp	0.4687906776003453
bird	bCalAnn1	three-prime-30kb-3600bp	0.467987915407855
bird	bCalAnn1	three-prime-30kb-3700bp	0.468555658975999
bird	bCalAnn1	three-prime-30kb-3800bp	0.4680758058961804
bird	bCalAnn1	three-prime-30kb-3900bp	0.4705430372097038
bird	bCalAnn1	three-prime-30kb-4000bp	0.46885489510489514
bird	bCalAnn1	three-prime-30kb-4100bp	0.46844314407312815
bird	bCalAnn1	three-prime-30kb-4200bp	0.4691859974289606
bird	bCalAnn1	three-prime-30kb-4300bp	0.4689926803448435
bird	bCalAnn1	three-prime-30kb-4400bp	0.46878917685497423
bird	bCalAnn1	three-prime-30kb-4500bp	0.4685125540361074
bird	bCalAnn1	three-prime-30kb-4600bp	0.4672359899835938
bird	bCalAnn1	three-prime-30kb-4700bp	0.46781581354881796
bird	bCalAnn1	three-prime-30kb-4800bp	0.4676317499959673
bird	bCalAnn1	three-prime-30kb-4900bp	0.467743976902008
bird	bCalAnn1	three-prime-30kb-5000bp	0.46920597610121173
bird	bCalAnn1	three-prime-30kb-5100bp	0.46868913973188586
bird	bCalAnn1	three-prime-30kb-5200bp	0.46812354427400205
bird	bCalAnn1	three-prime-30kb-5300bp	0.467389064452867
bird	bCalAnn1	three-prime-30kb-5400bp	0.46859572001402866
bird	bCalAnn1	three-prime-30kb-5500bp	0.4669612427510241
bird	bCalAnn1	three-prime-30kb-5600bp	0.4663447640436497
bird	bCalAnn1	three-prime-30kb-5700bp	0.4652921486602826
bird	bCalAnn1	three-prime-30kb-5800bp	0.46605838930404875
bird	bCalAnn1	three-prime-30kb-5900bp	0.46581605620824695
bird	bCalAnn1	three-prime-30kb-6000bp	0.4667893670044858
bird	bCalAnn1	three-prime-30kb-6100bp	0.4687829459010544
bird	bCalAnn1	three-prime-30kb-6200bp	0.4681591663354293
bird	bCalAnn1	three-prime-30kb-6300bp	0.46657706214963485
bird	bCalAnn1	three-prime-30kb-6400bp	0.46718154898596254
bird	bCalAnn1	three-prime-30kb-6500bp	0.467302807775378
bird	bCalAnn1	three-prime-30kb-6600bp	0.46597840172786176
bird	bCalAnn1	three-prime-30kb-6700bp	0.4650332613390929
bird	bCalAnn1	three-prime-30kb-6800bp	0.46655982721382294
bird	bCalAnn1	three-prime-30kb-6900bp	0.46716342692584595
bird	bCalAnn1	three-prime-30kb-7000bp	0.4658255806903869
bird	bCalAnn1	three-prime-30kb-7100bp	0.46583528265664503
bird	bCalAnn1	three-prime-30kb-7200bp	0.46490258766601783
bird	bCalAnn1	three-prime-30kb-7300bp	0.4671066505568238
bird	bCalAnn1	three-prime-30kb-7400bp	0.46509951248198744
bird	bCalAnn1	three-prime-30kb-7500bp	0.46531587589663814
bird	bCalAnn1	three-prime-30kb-7600bp	0.46681483401991575
bird	bCalAnn1	three-prime-30kb-7700bp	0.46630950416794337
bird	bCalAnn1	three-prime-30kb-7800bp	0.46539192809610236
bird	bCalAnn1	three-prime-30kb-7900bp	0.4656001642994204
bird	bCalAnn1	three-prime-30kb-8000bp	0.4651289318011063
bird	bCalAnn1	three-prime-30kb-8100bp	0.4643511956208585
bird	bCalAnn1	three-prime-30kb-8200bp	0.4628598054207389
bird	bCalAnn1	three-prime-30kb-8300bp	0.46204974551041966
bird	bCalAnn1	three-prime-30kb-8400bp	0.4627618404716585
bird	bCalAnn1	three-prime-30kb-8500bp	0.4638835673206822
bird	bCalAnn1	three-prime-30kb-8600bp	0.4633592140399807
bird	bCalAnn1	three-prime-30kb-8700bp	0.46227090213678834
bird	bCalAnn1	three-prime-30kb-8800bp	0.4623184647302905
bird	bCalAnn1	three-prime-30kb-8900bp	0.46269837410673126
bird	bCalAnn1	three-prime-30kb-9000bp	0.46278354080221296
bird	bCalAnn1	three-prime-30kb-9100bp	0.46266508848459054
bird	bCalAnn1	three-prime-30kb-9200bp	0.46334425012332237
bird	bCalAnn1	three-prime-30kb-9300bp	0.46359989625659204
bird	bCalAnn1	three-prime-30kb-9400bp	0.46301461052995596
bird	bCalAnn1	three-prime-30kb-9500bp	0.46318865519176755
bird	bCalAnn1	three-prime-30kb-9600bp	0.46161261586992175
bird	bCalAnn1	three-prime-30kb-9700bp	0.46226483532320106
bird	bCalAnn1	three-prime-30kb-9800bp	0.46225314636936915
bird	bCalAnn1	three-prime-30kb-9900bp	0.46259118336600175
bird	bCalAnn1	three-prime-30kb-10000bp	0.46120031955730273
bird	bCalAnn1	three-prime-30kb-10100bp	0.46066040870737934
bird	bCalAnn1	three-prime-30kb-10200bp	0.4615228294707713
bird	bCalAnn1	three-prime-30kb-10300bp	0.461430678991306
bird	bCalAnn1	three-prime-30kb-10400bp	0.46055801921655587
bird	bCalAnn1	three-prime-30kb-10500bp	0.46149469526610154
bird	bCalAnn1	three-prime-30kb-10600bp	0.46072418082714106
bird	bCalAnn1	three-prime-30kb-10700bp	0.46006592059445106
bird	bCalAnn1	three-prime-30kb-10800bp	0.46147287239658796
bird	bCalAnn1	three-prime-30kb-10900bp	0.46032985366856444
bird	bCalAnn1	three-prime-30kb-11000bp	0.46032964733510456
bird	bCalAnn1	three-prime-30kb-11100bp	0.4599792898677175
bird	bCalAnn1	three-prime-30kb-11200bp	0.46057561789635415
bird	bCalAnn1	three-prime-30kb-11300bp	0.4615870544723685
bird	bCalAnn1	three-prime-30kb-11400bp	0.4606997059332295
bird	bCalAnn1	three-prime-30kb-11500bp	0.46022660439370355
bird	bCalAnn1	three-prime-30kb-11600bp	0.45899111334762605
bird	bCalAnn1	three-prime-30kb-11700bp	0.45946223134756786
bird	bCalAnn1	three-prime-30kb-11800bp	0.45981341970426304
bird	bCalAnn1	three-prime-30kb-11900bp	0.45952524397046507
bird	bCalAnn1	three-prime-30kb-12000bp	0.4593866401429972
bird	bCalAnn1	three-prime-30kb-12100bp	0.46004583982010033
bird	bCalAnn1	three-prime-30kb-12200bp	0.45904878274898725
bird	bCalAnn1	three-prime-30kb-12300bp	0.45872126148819664
bird	bCalAnn1	three-prime-30kb-12400bp	0.4590508578431372
bird	bCalAnn1	three-prime-30kb-12500bp	0.4593795788092113
bird	bCalAnn1	three-prime-30kb-12600bp	0.45920069204152253
bird	bCalAnn1	three-prime-30kb-12700bp	0.4600006860756473
bird	bCalAnn1	three-prime-30kb-12800bp	0.458885847924194
bird	bCalAnn1	three-prime-30kb-12900bp	0.46002941939949815
bird	bCalAnn1	three-prime-30kb-13000bp	0.4586994894868911
bird	bCalAnn1	three-prime-30kb-13100bp	0.458098286900848
bird	bCalAnn1	three-prime-30kb-13200bp	0.4584977406882416
bird	bCalAnn1	three-prime-30kb-13300bp	0.45772125616402803
bird	bCalAnn1	three-prime-30kb-13400bp	0.458925512587594
bird	bCalAnn1	three-prime-30kb-13500bp	0.45785189030192924
bird	bCalAnn1	three-prime-30kb-13600bp	0.45747673874802364
bird	bCalAnn1	three-prime-30kb-13700bp	0.45849850691980865
bird	bCalAnn1	three-prime-30kb-13800bp	0.4577614342594213
bird	bCalAnn1	three-prime-30kb-13900bp	0.457490267324163
bird	bCalAnn1	three-prime-30kb-14000bp	0.45984237196367245
bird	bCalAnn1	three-prime-30kb-14100bp	0.45973023367505855
bird	bCalAnn1	three-prime-30kb-14200bp	0.45898385475501186
bird	bCalAnn1	three-prime-30kb-14300bp	0.4582865603338045
bird	bCalAnn1	three-prime-30kb-14400bp	0.4572265204249999
bird	bCalAnn1	three-prime-30kb-14500bp	0.45846673012027345
bird	bCalAnn1	three-prime-30kb-14600bp	0.45933772066590367
bird	bCalAnn1	three-prime-30kb-14700bp	0.4587105948723101
bird	bCalAnn1	three-prime-30kb-14800bp	0.45818236871701706
bird	bCalAnn1	three-prime-30kb-14900bp	0.45879185050609916
bird	bCalAnn1	three-prime-30kb-15000bp	0.4584534165963076
bird	bCalAnn1	three-prime-30kb-15100bp	0.4587689940247054
bird	bCalAnn1	three-prime-30kb-15200bp	0.4579269825654479
bird	bCalAnn1	three-prime-30kb-15300bp	0.4575842673159786
bird	bCalAnn1	three-prime-30kb-15400bp	0.4570575192000743
bird	bCalAnn1	three-prime-30kb-15500bp	0.4571676953470386
bird	bCalAnn1	three-prime-30kb-15600bp	0.45707957733699983
bird	bCalAnn1	three-prime-30kb-15700bp	0.45676923076923076
bird	bCalAnn1	three-prime-30kb-15800bp	0.4567878263378047
bird	bCalAnn1	three-prime-30kb-15900bp	0.45688415783375136
bird	bCalAnn1	three-prime-30kb-16000bp	0.4580007150074647
bird	bCalAnn1	three-prime-30kb-16100bp	0.45677743163724466
bird	bCalAnn1	three-prime-30kb-16200bp	0.456251298026999
bird	bCalAnn1	three-prime-30kb-16300bp	0.45626687435098656
bird	bCalAnn1	three-prime-30kb-16400bp	0.4557597784700589
bird	bCalAnn1	three-prime-30kb-16500bp	0.4566992615668628
bird	bCalAnn1	three-prime-30kb-16600bp	0.4560363479013414
bird	bCalAnn1	three-prime-30kb-16700bp	0.4552565988749459
bird	bCalAnn1	three-prime-30kb-16800bp	0.45531804413673743
bird	bCalAnn1	three-prime-30kb-16900bp	0.45678234530506273
bird	bCalAnn1	three-prime-30kb-17000bp	0.45706101254868026
bird	bCalAnn1	three-prime-30kb-17100bp	0.45601125054089137
bird	bCalAnn1	three-prime-30kb-17200bp	0.4560787537862397
bird	bCalAnn1	three-prime-30kb-17300bp	0.45645594003433787
bird	bCalAnn1	three-prime-30kb-17400bp	0.4572741474813237
bird	bCalAnn1	three-prime-30kb-17500bp	0.45609587690353276
bird	bCalAnn1	three-prime-30kb-17600bp	0.45609124639688114
bird	bCalAnn1	three-prime-30kb-17700bp	0.45591281518665977
bird	bCalAnn1	three-prime-30kb-17800bp	0.456322689366555
bird	bCalAnn1	three-prime-30kb-17900bp	0.4541922813785372
bird	bCalAnn1	three-prime-30kb-18000bp	0.45616915304994066
bird	bCalAnn1	three-prime-30kb-18100bp	0.4561730945501412
bird	bCalAnn1	three-prime-30kb-18200bp	0.45585028126352234
bird	bCalAnn1	three-prime-30kb-18300bp	0.4550778951012637
bird	bCalAnn1	three-prime-30kb-18400bp	0.45535446205170976
bird	bCalAnn1	three-prime-30kb-18500bp	0.4558263785293483
bird	bCalAnn1	three-prime-30kb-18600bp	0.45615295053455
bird	bCalAnn1	three-prime-30kb-18700bp	0.45539379775422356
bird	bCalAnn1	three-prime-30kb-18800bp	0.4561654981390115
bird	bCalAnn1	three-prime-30kb-18900bp	0.4560373744684535
bird	bCalAnn1	three-prime-30kb-19000bp	0.45553178737088196
bird	bCalAnn1	three-prime-30kb-19100bp	0.4545319789788013
bird	bCalAnn1	three-prime-30kb-19200bp	0.45583184786166925
bird	bCalAnn1	three-prime-30kb-19300bp	0.4545455004472143
bird	bCalAnn1	three-prime-30kb-19400bp	0.45549840534260166
bird	bCalAnn1	three-prime-30kb-19500bp	0.4548374054117965
bird	bCalAnn1	three-prime-30kb-19600bp	0.45413852813852806
bird	bCalAnn1	three-prime-30kb-19700bp	0.4540718614718615
bird	bCalAnn1	three-prime-30kb-19800bp	0.45391341991342
bird	bCalAnn1	three-prime-30kb-19900bp	0.4551419808504723
bird	bCalAnn1	three-prime-30kb-20000bp	0.45576753091591793
bird	bCalAnn1	three-prime-30kb-20100bp	0.4541584415584416
bird	bCalAnn1	three-prime-30kb-20200bp	0.4542431663574521
bird	bCalAnn1	three-prime-30kb-20300bp	0.45584760750460696
bird	bCalAnn1	three-prime-30kb-20400bp	0.45463336507661667
bird	bCalAnn1	three-prime-30kb-20500bp	0.45375551900268374
bird	bCalAnn1	three-prime-30kb-20600bp	0.45379274521686436
bird	bCalAnn1	three-prime-30kb-20700bp	0.45398666782096786
bird	bCalAnn1	three-prime-30kb-20800bp	0.4541892476841832
bird	bCalAnn1	three-prime-30kb-20900bp	0.4535728508354254
bird	bCalAnn1	three-prime-30kb-21000bp	0.4543350180160547
bird	bCalAnn1	three-prime-30kb-21100bp	0.4551239805462028
bird	bCalAnn1	three-prime-30kb-21200bp	0.45354851652412626
bird	bCalAnn1	three-prime-30kb-21300bp	0.45439515738498787
bird	bCalAnn1	three-prime-30kb-21400bp	0.4538883116883117
bird	bCalAnn1	three-prime-30kb-21500bp	0.45520432900432906
bird	bCalAnn1	three-prime-30kb-21600bp	0.4539160173160174
bird	bCalAnn1	three-prime-30kb-21700bp	0.45369956709956705
bird	bCalAnn1	three-prime-30kb-21800bp	0.45329445475159763
bird	bCalAnn1	three-prime-30kb-21900bp	0.45344461670833974
bird	bCalAnn1	three-prime-30kb-22000bp	0.45440991637389283
bird	bCalAnn1	three-prime-30kb-22100bp	0.4540323721279298
bird	bCalAnn1	three-prime-30kb-22200bp	0.45388698675761374
bird	bCalAnn1	three-prime-30kb-22300bp	0.4536463126989625
bird	bCalAnn1	three-prime-30kb-22400bp	0.45389690237023106
bird	bCalAnn1	three-prime-30kb-22500bp	0.45275952635168676
bird	bCalAnn1	three-prime-30kb-22600bp	0.4524774852788362
bird	bCalAnn1	three-prime-30kb-22700bp	0.4531555247661932
bird	bCalAnn1	three-prime-30kb-22800bp	0.4528498441288535
bird	bCalAnn1	three-prime-30kb-22900bp	0.45248527883616213
bird	bCalAnn1	three-prime-30kb-23000bp	0.4517102528576377
bird	bCalAnn1	three-prime-30kb-23100bp	0.4534144440595775
bird	bCalAnn1	three-prime-30kb-23200bp	0.45292171804641496
bird	bCalAnn1	three-prime-30kb-23300bp	0.45278056806373396
bird	bCalAnn1	three-prime-30kb-23400bp	0.45313647384828537
bird	bCalAnn1	three-prime-30kb-23500bp	0.45356338759958437
bird	bCalAnn1	three-prime-30kb-23600bp	0.45163751298926225
bird	bCalAnn1	three-prime-30kb-23700bp	0.45232507793557325
bird	bCalAnn1	three-prime-30kb-23800bp	0.45318929684793907
bird	bCalAnn1	three-prime-30kb-23900bp	0.45203411846207137
bird	bCalAnn1	three-prime-30kb-24000bp	0.45269050917907866
bird	bCalAnn1	three-prime-30kb-24100bp	0.45123635325661654
bird	bCalAnn1	three-prime-30kb-24200bp	0.45156136566374544
bird	bCalAnn1	three-prime-30kb-24300bp	0.4518964047921443
bird	bCalAnn1	three-prime-30kb-24400bp	0.45276970177771325
bird	bCalAnn1	three-prime-30kb-24500bp	0.4525666782126776
bird	bCalAnn1	three-prime-30kb-24600bp	0.4529580879806027
bird	bCalAnn1	three-prime-30kb-24700bp	0.4519180810529962
bird	bCalAnn1	three-prime-30kb-24800bp	0.4519172151021822
bird	bCalAnn1	three-prime-30kb-24900bp	0.45153109725589813
bird	bCalAnn1	three-prime-30kb-25000bp	0.4525095254589539
bird	bCalAnn1	three-prime-30kb-25100bp	0.4516205088641875
bird	bCalAnn1	three-prime-30kb-25200bp	0.4528257492706373
bird	bCalAnn1	three-prime-30kb-25300bp	0.45168831731185594
bird	bCalAnn1	three-prime-30kb-25400bp	0.45141909029186356
bird	bCalAnn1	three-prime-30kb-25500bp	0.45148246532566677
bird	bCalAnn1	three-prime-30kb-25600bp	0.4509097451793719
bird	bCalAnn1	three-prime-30kb-25700bp	0.4511869517975529
bird	bCalAnn1	three-prime-30kb-25800bp	0.45168816136626655
bird	bCalAnn1	three-prime-30kb-25900bp	0.452314562951147
bird	bCalAnn1	three-prime-30kb-26000bp	0.45230868586146905
bird	bCalAnn1	three-prime-30kb-26100bp	0.4515789017841677
bird	bCalAnn1	three-prime-30kb-26200bp	0.4507552399099255
bird	bCalAnn1	three-prime-30kb-26300bp	0.4518040879958427
bird	bCalAnn1	three-prime-30kb-26400bp	0.4516109475142907
bird	bCalAnn1	three-prime-30kb-26500bp	0.45110984632896983
bird	bCalAnn1	three-prime-30kb-26600bp	0.45173928107405803
bird	bCalAnn1	three-prime-30kb-26700bp	0.4511787078231427
bird	bCalAnn1	three-prime-30kb-26800bp	0.45196516363969197
bird	bCalAnn1	three-prime-30kb-26900bp	0.45094378267455193
bird	bCalAnn1	three-prime-30kb-27000bp	0.45120495495495494
bird	bCalAnn1	three-prime-30kb-27100bp	0.452275641025641
bird	bCalAnn1	three-prime-30kb-27200bp	0.4523545869153977
bird	bCalAnn1	three-prime-30kb-27300bp	0.45105490449240454
bird	bCalAnn1	three-prime-30kb-27400bp	0.4514744870932162
bird	bCalAnn1	three-prime-30kb-27500bp	0.4500123637623638
bird	bCalAnn1	three-prime-30kb-27600bp	0.45158551554828147
bird	bCalAnn1	three-prime-30kb-27700bp	0.4506932369313268
bird	bCalAnn1	three-prime-30kb-27800bp	0.45124903569675295
bird	bCalAnn1	three-prime-30kb-27900bp	0.45099955547539283
bird	bCalAnn1	three-prime-30kb-28000bp	0.4517248548904098
bird	bCalAnn1	three-prime-30kb-28100bp	0.4516599193830202
bird	bCalAnn1	three-prime-30kb-28200bp	0.45083169396679135
bird	bCalAnn1	three-prime-30kb-28300bp	0.45040684575389944
bird	bCalAnn1	three-prime-30kb-28400bp	0.4496931317808343
bird	bCalAnn1	three-prime-30kb-28500bp	0.4503018847626192
bird	bCalAnn1	three-prime-30kb-28600bp	0.4518155484030701
bird	bCalAnn1	three-prime-30kb-28700bp	0.4512417677642981
bird	bCalAnn1	three-prime-30kb-28800bp	0.45108942991998235
bird	bCalAnn1	three-prime-30kb-28900bp	0.4514443770401826
bird	bCalAnn1	three-prime-30kb-29000bp	0.4521377580692821
bird	bCalAnn1	three-prime-30kb-29100bp	0.4514783915125977
bird	bCalAnn1	three-prime-30kb-29200bp	0.4502441562515108
bird	bCalAnn1	three-prime-30kb-29300bp	0.4499232283708317
bird	bCalAnn1	three-prime-30kb-29400bp	0.45084077316460086
bird	bCalAnn1	three-prime-30kb-29500bp	0.45062512602947724
bird	bCalAnn1	three-prime-30kb-29600bp	0.45086595722431366
bird	bCalAnn1	three-prime-30kb-29700bp	0.44908178744798893
bird	bCalAnn1	three-prime-30kb-29800bp	0.45038578240138716
bird	bCalAnn1	three-prime-30kb-29900bp	0.4499879963989197
bird	bCalAnn1	three-prime-30kb-30000bp	0.4509433001943594
bird	bCalAnn1	five-prime-100bp	0.6740500515470487
bird	bCalAnn1	five-prime-200bp	0.6373411381734851
bird	bCalAnn1	five-prime-300bp	0.6075041800138182
bird	bCalAnn1	five-prime-400bp	0.5824359945710634
bird	bCalAnn1	five-prime-500bp	0.5611068135965487
bird	bCalAnn1	five-prime-600bp	0.5403874451260147
bird	bCalAnn1	five-prime-700bp	0.5236542559087606
bird	bCalAnn1	five-prime-800bp	0.5096266919562031
bird	bCalAnn1	five-prime-900bp	0.496840819610886
bird	bCalAnn1	five-prime-1000bp	0.4879665834769148
bird	bCalAnn1	five-prime-1100bp	0.4803200082904622
bird	bCalAnn1	five-prime-1200bp	0.4745319338811444
bird	bCalAnn1	five-prime-1300bp	0.4700422595946529
bird	bCalAnn1	five-prime-1400bp	0.4673712807244502
bird	bCalAnn1	five-prime-1500bp	0.4637733745573332
bird	bCalAnn1	five-prime-1600bp	0.4630808390976566
bird	bCalAnn1	five-prime-1700bp	0.46026341828519496
bird	bCalAnn1	five-prime-1800bp	0.4588136967681374
bird	bCalAnn1	five-prime-1900bp	0.4587084102715018
bird	bCalAnn1	five-prime-2000bp	0.4576660040597819
bird	bCalAnn1	three-prime-100bp	0.4280062726181709
bird	bCalAnn1	three-prime-200bp	0.44504631462173816
bird	bCalAnn1	three-prime-300bp	0.45087450663866485
bird	bCalAnn1	three-prime-400bp	0.45427594949687966
bird	bCalAnn1	three-prime-500bp	0.45772604903459596
bird	bCalAnn1	three-prime-600bp	0.4586465473672105
bird	bCalAnn1	three-prime-700bp	0.46104062681562497
bird	bCalAnn1	three-prime-800bp	0.4621311074558519
bird	bCalAnn1	three-prime-900bp	0.4636458187320553
bird	bCalAnn1	three-prime-1000bp	0.4643736566985963
bird	bCalAnn1	three-prime-1100bp	0.46441081215744895
bird	bCalAnn1	three-prime-1200bp	0.46463789251786497
bird	bCalAnn1	three-prime-1300bp	0.46421383931705434
bird	bCalAnn1	three-prime-1400bp	0.46457283939968946
bird	bCalAnn1	three-prime-1500bp	0.46535549997124953
bird	bCalAnn1	three-prime-1600bp	0.4643414753264676
bird	bCalAnn1	three-prime-1700bp	0.4659155155204496
bird	bCalAnn1	three-prime-1800bp	0.4650552104899931
bird	bCalAnn1	three-prime-1900bp	0.46671152518978604
bird	bCalAnn1	three-prime-2000bp	0.46707488568717115
bird	bStrHab1	UTR5	0.6725912359342543
bird	bStrHab1	FirstCDS	0.6024520372213141
bird	bStrHab1	InternalCDS	0.49005699248244317
bird	bStrHab1	LastCDS	0.5015040302203735
bird	bStrHab1	UTR3	0.4407618421531114
bird	bStrHab1	5'UTR-intron	0.4786521093653529
bird	bStrHab1	First-intron	0.5049373798651801
bird	bStrHab1	Internal-intron	0.44120797591680133
bird	bStrHab1	Last-intron	0.46297738600352045
bird	bStrHab1	3'UTR-intron	0.4643881673286442
bird	bStrHab1	five-prime-30kb-100bp	0.677600560855705
bird	bStrHab1	five-prime-30kb-200bp	0.6408954762897804
bird	bStrHab1	five-prime-30kb-300bp	0.6065031839700347
bird	bStrHab1	five-prime-30kb-400bp	0.5769216201079843
bird	bStrHab1	five-prime-30kb-500bp	0.5543694057555276
bird	bStrHab1	five-prime-30kb-600bp	0.5348243838936606
bird	bStrHab1	five-prime-30kb-700bp	0.5200644016416943
bird	bStrHab1	five-prime-30kb-800bp	0.5084351127451051
bird	bStrHab1	five-prime-30kb-900bp	0.5003223296339251
bird	bStrHab1	five-prime-30kb-1000bp	0.4927870453400443
bird	bStrHab1	five-prime-30kb-1100bp	0.4871105807478122
bird	bStrHab1	five-prime-30kb-1200bp	0.48304112807941724
bird	bStrHab1	five-prime-30kb-1300bp	0.4796337382342025
bird	bStrHab1	five-prime-30kb-1400bp	0.47648315059361734
bird	bStrHab1	five-prime-30kb-1500bp	0.4757669389631515
bird	bStrHab1	five-prime-30kb-1600bp	0.4749003256277943
bird	bStrHab1	five-prime-30kb-1700bp	0.4722350219682974
bird	bStrHab1	five-prime-30kb-1800bp	0.47133734705424707
bird	bStrHab1	five-prime-30kb-1900bp	0.47028126989178876
bird	bStrHab1	five-prime-30kb-2000bp	0.470073997453851
