start1	end1	start2	end2	col
3979771190	3979771190	3401427919	3401427919	8
3983447448	3983447448	3397649661	3397649661	8
3988932986	3988932986	3391666794	3391666794	8
3989344634	3989344634	3391498023	3391498023	8
3952493247	3952493247	3364351657	3364351657	8
3936244706	3936244706	3348458373	3348458373	8
3933477188	3933477188	3345554851	3345554851	8
3253980252	3253980252	3104759242	3104759242	8
3247099962	3247099962	3046542211	3046542211	8
3260642385	3260642385	3099595981	3099595981	8
3300114922	3300114922	3063146686	3063146686	8
3263478094	3263478094	3097108560	3097108560	8
3245081170	3245081170	3044410114	3044410114	8
3193632471	3193632471	3005512346	3005512346	8
3249050205	3249050205	3048516139	3048516139	8
3309691294	3309691294	3053315011	3053315011	8
3297476371	3297476371	3065926827	3065926827	8
3191891845	3191891845	3028791190	3028791190	8
3246760622	3246760622	3046084118	3046084118	8
3296386300	3296386300	3066871230	3066871230	8
3292005917	3292005917	3071146810	3071146810	8
3276651234	3276651234	3085263485	3085263485	8
3272279533	3272279533	3089471809	3089471809	8
3276144477	3276144477	3085701669	3085701669	8
3274057650	3274057650	3087614777	3087614777	8
3295894976	3295894976	3067134873	3067134873	8
996460912	996460912	681530967	681530967	7
2309104395	2309104395	2667202349	2667202349	7
2309334358	2309334358	2667434312	2667434312	7
2310575115	2310575115	2668594744	2668594744	7
2315064054	2315064054	2673120949	2673120949	7
990056955	990056955	674485785	674485785	7
995520499	995520499	680513104	680513104	7
990338874	990338874	674812586	674812586	7
985202161	985202161	669465493	669465493	7
985112269	985112269	669364136	669364136	7
2284815604	2284815604	2643267157	2643267157	7
980578740	980578740	664362007	664362007	7
2286421206	2286421206	2644529163	2644529163	7
2122375439	2122375439	2825554381	2825554381	7
2175782039	2175782039	2738449082	2738449082	7
2175099715	2175099715	2739123495	2739123495	7
2164058556	2164058556	2750406699	2750406699	7
2163046079	2163046079	2751317415	2751317415	7
2160400828	2160400828	2753655141	2753655141	7
2116518731	2116518731	2819985711	2819985711	7
2843505964	2843505964	4443949739	4443949739	7
2122420098	2122420098	2825585040	2825585040	7
2123685998	2123685998	2826955126	2826955126	7
3535282636	3535282636	2369038638	2369038638	7
2140041102	2140041102	2810290713	2810290713	7
2141558097	2141558097	2811636521	2811636521	7
976747744	976747744	660102069	660102069	7
2764770517	2764770517	1915048910	1915048910	7
2845894750	2845894750	4441822396	4441822396	7
3770861186	3770861186	1815253005	1815253005	7
2662894848	2662894848	2193814015	2193814015	7
2677246924	2677246924	2207561586	2207561586	7
2677296039	2677296039	2207612356	2207612356	7
2682855482	2682855482	2213097472	2213097472	7
2686528793	2686528793	2217010285	2217010285	7
2686879950	2686879950	2217374033	2217374033	7
2688142614	2688142614	2218629737	2218629737	7
2703158636	2703158636	2233326184	2233326184	7
3758380456	3758380456	1802093762	1802093762	7
3788384281	3788384281	1972202132	1972202132	7
3818626734	3818626734	1820884778	1820884778	7
3771050024	3771050024	1815482216	1815482216	7
3770427067	3770427067	1814852606	1814852606	7
2846375144	2846375144	4441340189	4441340189	7
3769639730	3769639730	1813974655	1813974655	7
3764190559	3764190559	1808261881	1808261881	7
2810368978	2810368978	1963703211	1963703211	7
2806753739	2806753739	1959954794	1959954794	7
2762412096	2762412096	1912533295	1912533295	7
2763184036	2763184036	1913414743	1913414743	7
2153397547	2153397547	2760755990	2760755990	7
2765641688	2765641688	1916063715	1916063715	7
2774398853	2774398853	1925525197	1925525197	7
3505208513	3505208513	3137950247	3137950247	7
3505247000	3505247000	3137991539	3137991539	7
2825176098	2825176098	4459666248	4459666248	7
2143768893	2143768893	2815057880	2815057880	7
2166348116	2166348116	2748096275	2748096275	7
2147988009	2147988009	2774302272	2774302272	7
2357803037	2357803037	2715512998	2715512998	7
3355377073	3355377073	3004933713	3004933713	7
3183951661	3183951661	3021583041	3021583041	7
3228883924	3228883924	2983066982	2983066982	7
3221662371	3221662371	2989574847	2989574847	7
2146945548	2146945548	2812490233	2812490233	7
2350739200	2350739200	2708130876	2708130876	7
2100735991	2100735991	2791400085	2791400085	7
2154173640	2154173640	2759794046	2759794046	7
2145833381	2145833381	2813406507	2813406507	7
2090691978	2090691978	2782913330	2782913330	7
3376421794	3376421794	2929673683	2929673683	6
3384826747	3384826747	2938440769	2938440769	6
3383213844	3383213844	2936799722	2936799722	6
3382728324	3382728324	2936281135	2936281135	6
3380600027	3380600027	2934151272	2934151272	6
3380017136	3380017136	2933519492	2933519492	6
3379993705	3379993705	2933494627	2933494627	6
3379432262	3379432262	2932903784	2932903784	6
3378349721	3378349721	2931772442	2931772442	6
3371914077	3371914077	2925045904	2925045904	6
3372717227	3372717227	2925885735	2925885735	6
3372341345	3372341345	2925482007	2925482007	6
4046099349	4046099349	3979286679	3979286679	6
4023148654	4023148654	3963018971	3963018971	6
3399405414	3399405414	2953354498	2953354498	6
4038447554	4038447554	3971310315	3971310315	6
4039398457	4039398457	3973250113	3973250113	6
4039417212	4039417212	3973269287	3973269287	6
4428703704	4428703704	3709426011	3709426011	6
3399063077	3399063077	2953000643	2953000643	6
3403388178	3403388178	2957296003	2957296003	6
3402509270	3402509270	2956391970	2956391970	6
3368334673	3368334673	2921474109	2921474109	6
3152949565	3152949565	2894497372	2894497372	6
3161938511	3161938511	2897691779	2897691779	6
3157102950	3157102950	2902940670	2902940670	6
3154485719	3154485719	2905725496	2905725496	6
3194557925	3194557925	2907920006	2907920006	6
3194030288	3194030288	2908439668	2908439668	6
3193973666	3193973666	2908580369	2908580369	6
3357193352	3357193352	2910186555	2910186555	6
3422012877	3422012877	2975325605	2975325605	6
3402636011	3402636011	2956521905	2956521905	6
3417302119	3417302119	2971177016	2971177016	6
3415333558	3415333558	2969272508	2969272508	6
3409377262	3409377262	2963456207	2963456207	6
3409215287	3409215287	2963312168	2963312168	6
3403588700	3403588700	2957517931	2957517931	6
4041962847	4041962847	3975499515	3975499515	6
3402820769	3402820769	2956703281	2956703281	6
3402717606	3402717606	1077862107	1077862107	6
4041340261	4041340261	3974906699	3974906699	6
5059546026	5059546026	5057981763	5057981763	6
4041979353	4041979353	3975519172	3975519172	6
4364717736	4364717736	3904579234	3904579234	6
4347018367	4347018367	3929770806	3929770806	6
4347955921	4347955921	3928691650	3928691650	6
4348276126	4348276126	3928285767	3928285767	6
4350387875	4350387875	3910290725	3910290725	6
4351216126	4351216126	3911094862	3911094862	6
4351955509	4351955509	3917189600	3917189600	6
4361263402	4361263402	3908098499	3908098499	6
4363358003	4363358003	3905951603	3905951603	6
4364733384	4364733384	3904552308	3904552308	6
4042397567	4042397567	3975930618	3975930618	6
4364801419	4364801419	3904511663	3904511663	6
4364990941	4364990941	3904251491	3904251491	6
4365064056	4365064056	3904229792	3904229792	6
4368383949	4368383949	3896709928	3896709928	6
4368414993	4368414993	3896738018	3896738018	6
4369914766	4369914766	3898160742	3898160742	6
4359013077	4359013077	3900717013	3900717013	6
4358856995	4358856995	3900787025	3900787025	6
4346201391	4346201391	3930580963	3930580963	6
4340440628	4340440628	3922297115	3922297115	6
4336408941	4336408941	3918095522	3918095522	6
4335984174	4335984174	3917616027	3917616027	6
4042917917	4042917917	3976404323	3976404323	6
4047665789	4047665789	3980871729	3980871729	6
4017482299	4017482299	3964372620	3964372620	6
4034579650	4034579650	3989081141	3989081141	6
4016294356	4016294356	3965822823	3965822823	6
4035512092	4035512092	3966299862	3966299862	6
4035568623	4035568623	3966369140	3966369140	6
4035722562	4035722562	3966547981	3966547981	6
4036469057	4036469057	3967359460	3967359460	6
4036700457	4036700457	3967585165	3967585165	6
4021434497	4021434497	3967948997	3967948997	6
4021105275	4021105275	3968331035	3968331035	6
4021749736	4021749736	3988201819	3988201819	6
4341875890	4341875890	3923784275	3923784275	6
4340815647	4340815647	3922678641	3922678641	6
4340690076	4340690076	3922562391	3922562391	6
4335887100	4335887100	3917511420	3917511420	6
3202021056	3202021056	2875367113	2875367113	6
4357878907	4357878907	3911777865	3911777865	6
4434006990	4434006990	4051767905	4051767905	6
3695775990	3695775990	1738861306	1738861306	6
3827382372	3827382372	1831020461	1831020461	6
3826598472	3826598472	1831681179	1831681179	6
3826378140	3826378140	1831984131	1831984131	6
3825770207	3825770207	1832752455	1832752455	6
3820994765	3820994765	1837629743	1837629743	6
3801066675	3801066675	1853320968	1853320968	6
3795625668	3795625668	1986576212	1986576212	6
457939548	457939548	989588175	989588175	6
3695099600	3695099600	1738118217	1738118217	6
4407570523	4407570523	4037202839	4037202839	6
3699256655	3699256655	1742600053	1742600053	6
3699584312	3699584312	1743023625	1743023625	6
3702900167	3702900167	1746589818	1746589818	6
3707485041	3707485041	1751312133	1751312133	6
3707702376	3707702376	1751548249	1751548249	6
3723032063	3723032063	1766269013	1766269013	6
3724099722	3724099722	1767442642	1767442642	6
4423754990	4423754990	4040555044	4040555044	6
4410703574	4410703574	4046526771	4046526771	6
4357223657	4357223657	3912400256	3912400256	6
4407395966	4407395966	4037020728	4037020728	6
3336004576	3336004576	2835196484	2835196484	6
4406346144	4406346144	4057122647	4057122647	6
766290394	766290394	417536424	417536424	6
764220032	764220032	419658244	419658244	6
767101382	767101382	417197842	417197842	6
3338919397	3338919397	2837279458	2837279458	6
808197303	808197303	409280010	409280010	6
809857132	809857132	407129287	407129287	6
3335059028	3335059028	2834312009	2834312009	6
766407976	766407976	417428464	417428464	6
3337087599	3337087599	2836068759	2836068759	6
3327760574	3327760574	2846994104	2846994104	6
3316844431	3316844431	2843618730	2843618730	6
3316738046	3316738046	2843517797	2843517797	6
3316487143	3316487143	2843276005	2843276005	6
3214403446	3214403446	2862883373	2862883373	6
3214029514	3214029514	2863350544	2863350544	6
3332060400	3332060400	2831565180	2831565180	6
2532850846	2532850846	2063555676	2063555676	5
2501462654	2501462654	2030560062	2030560062	5
2503549123	2503549123	2032760026	2032760026	5
2561327627	2561327627	2090725418	2090725418	5
2538938747	2538938747	2070297665	2070297665	5
2541835984	2541835984	2073444922	2073444922	5
2492103370	2492103370	2020729398	2020729398	5
2562315971	2562315971	2091749593	2091749593	5
2493507345	2493507345	2022208509	2022208509	5
3666410009	3666410009	1883465422	1883465422	5
2484983094	2484983094	2013013945	2013013945	5
2482919528	2482919528	2010751770	2010751770	5
2470245486	2470245486	2001345709	2001345709	5
3658593661	3658593661	1875249353	1875249353	5
3657167962	3657167962	1873575324	1873575324	5
3656268821	3656268821	1872605341	1872605341	5
3654924305	3654924305	1871176216	1871176216	5
2580411629	2580411629	2130674932	2130674932	5
3646744777	3646744777	1862521430	1862521430	5
3639725929	3639725929	1855007010	1855007010	5
2580062509	2580062509	2130974240	2130974240	5
3745520384	3745520384	1788624905	1788624905	5
2581596401	2581596401	2129371526	2129371526	5
2585802278	2585802278	2124806994	2124806994	5
387530495	387530495	1315598137	1315598137	5
336994892	336994892	1364712804	1364712804	5
413290044	413290044	1287836803	1287836803	5
421099679	421099679	1279560500	1279560500	5
422402230	422402230	1278015134	1278015134	5
433494982	433494982	1259535695	1259535695	5
433689230	433689230	1259715088	1259715088	5
4425698147	4425698147	4064683043	4064683043	5
3754019511	3754019511	1797607192	1797607192	5
4417896323	4417896323	4062708848	4062708848	5
4416273260	4416273260	4058972740	4058972740	5
3743014723	3743014723	1785953445	1785953445	5
2729408784	2729408784	2260345382	2260345382	5
2728668181	2728668181	2259499328	2259499328	5
2733762047	2733762047	2265010787	2265010787	5
2644301997	2644301997	2176109415	2176109415	5
2635965253	2635965253	2168052184	2168052184	5
2610005858	2610005858	2099562512	2099562512	5
2592540968	2592540968	2117734974	2117734974	5
413964099	413964099	1287186658	1287186658	5
